GOOG,1.2243,83,2.9403,1.01111|1.05096|1.08725|1.12742|1.17205|1.20826|1.2464|1.28473|1.31078|1.34537|1.38025|1.41544|1.45607|1.49345|1.52422|1.56456|1.60634|1.63893|1.6804|1.7081|1.7253|1.7597|1.79536|1.82004|1.85734|1.90924|1.97755|2.04878|2.1183|2.18906|2.26007|2.32457|2.37461|2.42969|2.48406|2.55018|2.62046|2.68029|2.73886|2.80165|2.86478|2.9403
GOOGL,1.2278,83,2.9655,1.01105|1.05093|1.08724|1.12746|1.1721|1.20826|1.24626|1.28455|1.31069|1.34544|1.38065|1.41618|1.45724|1.49507|1.52627|1.56729|1.60966|1.64284|1.68517|1.71372|1.73172|1.76753|1.8048|1.83067|1.86898|1.92155|1.99053|2.0627|2.13325|2.20552|2.27742|2.34263|2.39333|2.44886|2.50365|2.5704|2.64169|2.70239|2.76211|2.82607|2.88969|2.9655
MSFT,1.0779,83,1.61318,0.99566|1.00644|1.01972|1.03372|1.04827|1.06309|1.0778|1.09177|1.10527|1.11753|1.1315|1.14459|1.15694|1.17051|1.18463|1.20019|1.21627|1.23164|1.2478|1.26376|1.28157|1.29461|1.3084|1.32476|1.34028|1.35918|1.38032|1.40042|1.41978|1.43916|1.4589|1.47715|1.49541|1.51081|1.52531|1.53932|1.54789|1.55555|1.56458|1.58052|1.59747|1.61318
JNJ,1.0595,83,1.47422,0.99881|1.01142|1.02384|1.0352|1.04622|1.05673|1.06758|1.07983|1.09262|1.10433|1.11569|1.12627|1.13683|1.145|1.15397|1.16577|1.17717|1.18733|1.19869|1.20943|1.22092|1.23279|1.24676|1.26105|1.27524|1.28971|1.30401|1.31813|1.33268|1.34672|1.35929|1.37026|1.38181|1.39308|1.40555|1.41753|1.42906|1.4391|1.44892|1.45846|1.46746|1.47422
AAPL,1.6465,83,6.88228,1.01808|1.08295|1.1515|1.21882|1.28224|1.3501|1.42758|1.50956|1.58509|1.64629|1.70737|1.78313|1.87339|1.96208|2.04507|2.13474|2.24275|2.36495|2.48343|2.59098|2.66839|2.73093|2.84759|2.94577|3.00077|3.06534|3.20706|3.40219|3.61984|3.84984|4.08475|4.3227|4.56013|4.80781|5.067|5.29117|5.53405|5.81571|6.07437|6.32969|6.58609|6.88228
JPM,1.0636,83,1.48213,0.99477|1.00665|1.01771|1.03159|1.04382|1.05669|1.07017|1.08321|1.09657|1.10905|1.12226|1.13536|1.14928|1.16078|1.1699|1.17991|1.19159|1.20555|1.21886|1.23059|1.24454|1.25816|1.27412|1.29038|1.30575|1.31964|1.33381|1.34834|1.36022|1.37321|1.38833|1.40167|1.41528|1.42727|1.43772|1.44693|1.45784|1.46776|1.4736|1.4802|1.48096|1.48213
AMZN,1.5469,83,5.89564,1.00609|1.05279|1.1046|1.16378|1.22969|1.30063|1.37683|1.44944|1.51978|1.59291|1.67622|1.76147|1.84272|1.91681|1.99348|2.07987|2.16225|2.23967|2.32028|2.41258|2.50051|2.5918|2.69356|2.78887|2.88935|2.99906|3.1124|3.23441|3.3701|3.50576|3.66522|3.8252|3.99346|4.18013|4.3782|4.57516|4.77897|4.98867|5.19583|5.43301|5.67041|5.89564
XOM,1.0619,83,1.47231,0.99544|1.0028|1.01047|1.01914|1.02726|1.03505|1.04335|1.05308|1.06209|1.07168|1.08208|1.09299|1.10428|1.11535|1.12745|1.14038|1.15464|1.16877|1.18296|1.19668|1.21143|1.22552|1.24002|1.25601|1.27045|1.28488|1.29968|1.31421|1.32869|1.34233|1.3547|1.36432|1.37516|1.38486|1.39484|1.40578|1.41668|1.42849|1.44019|1.45157|1.46272|1.47231
V,1.4731,83,5.06861,1.00908|1.04284|1.08081|1.12385|1.17199|1.2221|1.27378|1.32404|1.37522|1.42711|1.47977|1.53363|1.59007|1.64972|1.71543|1.78767|1.86102|1.94197|2.02659|2.11397|2.20945|2.30466|2.40687|2.51338|2.61896|2.73266|2.8478|2.95698|3.07112|3.18849|3.31489|3.44864|3.58136|3.71976|3.87242|4.03037|4.19412|4.3665|4.54116|4.72432|4.90269|5.06861
PG,1.0493,83,1.39602,0.99707|1.00759|1.01921|1.03013|1.03945|1.04715|1.05561|1.06627|1.07806|1.0892|1.1|1.11028|1.12049|1.1295|1.13809|1.14781|1.15729|1.16719|1.17797|1.18819|1.19831|1.20765|1.21803|1.22805|1.23823|1.24896|1.25912|1.2687|1.27813|1.28708|1.29657|1.30634|1.31721|1.32698|1.3366|1.34559|1.35473|1.36398|1.37444|1.38357|1.39006|1.39602
UNH,1.2495,83,2.94166,1.00662|1.04383|1.08216|1.12104|1.16033|1.19927|1.2388|1.28042|1.3241|1.36859|1.41394|1.46054|1.50874|1.55896|1.60377|1.65|1.6974|1.74669|1.79953|1.85339|1.90648|1.96261|2.02293|2.08581|2.14734|2.20599|2.26753|2.33138|2.39469|2.44925|2.50113|2.55125|2.59963|2.6467|2.69421|2.72404|2.74091|2.76269|2.80717|2.85215|2.89424|2.94166
INTC,1.0305,83,1.23834,0.99186|0.99824|1.00536|1.01176|1.01719|1.02567|1.03357|1.0385|1.04215|1.043|1.04656|1.05154|1.05782|1.06449|1.07033|1.07966|1.08857|1.09412|1.09859|1.10257|1.10747|1.11075|1.11542|1.1218|1.12995|1.14101|1.15076|1.16228|1.17478|1.18456|1.19374|1.20098|1.20463|1.20634|1.20786|1.20999|1.2084|1.20714|1.20802|1.21604|1.22694|1.23834
CVX,1.0809,83,1.66577,0.99723|1.00877|1.0195|1.03175|1.04477|1.05857|1.07266|1.08682|1.09952|1.11276|1.12541|1.13864|1.15202|1.16598|1.17912|1.19238|1.20718|1.22329|1.2391|1.25379|1.27099|1.28643|1.30426|1.32486|1.34362|1.36192|1.38136|1.40081|1.41918|1.43609|1.45254|1.46743|1.48509|1.50079|1.51726|1.53499|1.55378|1.57494|1.59672|1.61972|1.64362|1.66577
CSCO,1.0358,75,1.26045,0.99092|0.99563|1.00208|1.01043|1.01815|1.027|1.03797|1.05|1.05897|1.06766|1.07765|1.08595|1.0943|1.10154|1.10767|1.11566|1.12275|1.12744|1.13288|1.1371|1.1455|1.1544|1.16605|1.17924|1.19141|1.20352|1.21376|1.22251|1.23097|1.23889|1.24381|1.24752|1.2509|1.25455|1.25826|1.2601|1.2603|1.26045|1.25724|1.25684|1.25077|1.24804
PFE,1.0207,83,1.15544,0.99244|0.99718|1.00007|1.00148|1.00309|1.00377|1.00398|1.00509|1.00709|1.00972|1.01149|1.01173|1.01301|1.01399|1.01581|1.02006|1.02589|1.03085|1.03469|1.03878|1.04485|1.05036|1.05738|1.06379|1.06974|1.07445|1.07802|1.08208|1.08709|1.09203|1.09773|1.10277|1.10908|1.11399|1.12034|1.12905|1.13725|1.14221|1.14593|1.14987|1.1527|1.15544
T,1.0153,83,1.1087,0.99065|0.9906|0.98941|0.98911|0.99042|0.98932|0.99|0.99203|0.99485|0.99764|0.9994|1.00231|1.00558|1.00854|1.01137|1.01499|1.02056|1.02523|1.02885|1.03373|1.0379|1.041|1.04477|1.04925|1.05231|1.05524|1.05821|1.06119|1.06297|1.06447|1.06673|1.06818|1.07051|1.07304|1.07654|1.08052|1.08535|1.08893|1.09382|1.09945|1.10468|1.1087
WFC,1.0614,83,1.46032,0.99621|1.01018|1.02145|1.03212|1.04171|1.05185|1.06167|1.07205|1.08294|1.09429|1.10807|1.12233|1.13444|1.14453|1.15453|1.16542|1.17752|1.19166|1.20588|1.21869|1.23359|1.24807|1.26278|1.27744|1.29237|1.30693|1.32059|1.33358|1.34747|1.361|1.37496|1.38786|1.39886|1.40888|1.42035|1.42926|1.43806|1.44657|1.45229|1.4553|1.45987|1.46032
MA,1.5286,83,5.82656,1.01691|1.0774|1.13781|1.19764|1.26075|1.32507|1.38248|1.44199|1.50722|1.56222|1.62433|1.68257|1.71013|1.74322|1.80199|1.88306|1.96578|2.05148|2.14226|2.23361|2.32644|2.41034|2.49834|2.58913|2.70254|2.83173|2.96808|3.10178|3.25214|3.41232|3.57734|3.74308|3.91674|4.09235|4.28647|4.46288|4.66254|4.88122|5.10282|5.33082|5.56773|5.82656
MRK,1.0226,83,1.18121,0.99316|0.9992|1.00464|1.00883|1.01359|1.01511|1.01567|1.01754|1.01918|1.02281|1.02486|1.02697|1.02945|1.03163|1.03417|1.03866|1.04304|1.04593|1.0473|1.04738|1.04896|1.05071|1.05609|1.0624|1.06836|1.0755|1.08166|1.08956|1.09931|1.11067|1.12196|1.1306|1.13669|1.14321|1.1502|1.15659|1.16068|1.16316|1.16793|1.17284|1.17765|1.18121
HD,1.1794,83,2.46448,0.99677|1.01177|1.02752|1.04527|1.06352|1.08439|1.10511|1.12703|1.14872|1.17104|1.19453|1.21884|1.24227|1.26753|1.29362|1.32337|1.3561|1.39238|1.43062|1.46873|1.50756|1.54595|1.5866|1.62785|1.67168|1.71484|1.75576|1.7958|1.83264|1.86997|1.91056|1.95416|2.00195|2.04998|2.10149|2.15343|2.20705|2.259|2.31399|2.36771|2.41875|2.46448
BA,1.1449,83,2.13727,1.00221|1.03016|1.05942|1.08944|1.11863|1.14786|1.17781|1.20842|1.23591|1.26498|1.29635|1.3281|1.35807|1.38346|1.40614|1.42727|1.45051|1.47444|1.49921|1.52509|1.55719|1.58567|1.6168|1.65023|1.6883|1.72562|1.76082|1.79412|1.82539|1.85922|1.89394|1.92837|1.96171|1.99|2.01846|2.04705|2.06671|2.0814|2.09392|2.10576|2.1218|2.13727
CMCSA,1.1337,83,2.05993,0.99416|1.00676|1.02251|1.03774|1.05274|1.06626|1.08084|1.09691|1.11291|1.12961|1.1485|1.16868|1.19019|1.21295|1.23617|1.26088|1.28686|1.31288|1.33946|1.36502|1.39244|1.41992|1.45087|1.48201|1.51294|1.54539|1.5777|1.61111|1.64463|1.67631|1.70673|1.73752|1.76911|1.80077|1.83387|1.86672|1.90117|1.93363|1.96751|1.99977|2.03148|2.05993
KO,1.0493999999999999,83,1.41394,0.99573|1.00339|1.01135|1.01759|1.02374|1.02812|1.03254|1.03886|1.0461|1.05384|1.06188|1.07032|1.07885|1.08589|1.09168|1.09841|1.10622|1.1149|1.12495|1.13505|1.14465|1.15376|1.16397|1.17381|1.18384|1.19446|1.20492|1.21633|1.22939|1.2425|1.25475|1.26691|1.27972|1.29254|1.30732|1.32295|1.33873|1.35336|1.36792|1.38352|1.39912|1.41394
PEP,1.0593,83,1.46765,0.99893|1.01127|1.02268|1.0328|1.04313|1.05184|1.06138|1.07178|1.08283|1.09378|1.10468|1.11506|1.12559|1.13525|1.14418|1.15597|1.16961|1.18217|1.19581|1.21006|1.22383|1.23638|1.2502|1.26372|1.27764|1.29043|1.30265|1.31525|1.32881|1.34162|1.35321|1.36433|1.37553|1.38653|1.3985|1.40929|1.41968|1.42903|1.43891|1.44893|1.45842|1.46765
DIS,1.1565,83,2.22468,0.99735|1.01228|1.0275|1.04215|1.05685|1.0732|1.09224|1.11161|1.13184|1.15255|1.17643|1.20189|1.22762|1.25311|1.27666|1.30115|1.32922|1.35961|1.39136|1.42523|1.46132|1.49669|1.53316|1.57057|1.60856|1.64527|1.68174|1.71924|1.758|1.7969|1.83611|1.87453|1.91142|1.94637|1.98228|2.01956|2.05625|2.09216|2.12585|2.16136|2.19577|2.22468
NFLX,2.333,83,12.28495,1.02319|1.11849|1.23107|1.36017|1.50227|1.64792|1.79855|1.941|2.06123|2.16086|2.24223|2.32793|2.41873|2.52597|2.67192|2.86378|3.062|3.24752|3.45001|3.67085|3.88058|4.09123|4.2866|4.5|4.72455|4.9646|5.25555|5.58143|5.96821|6.41213|6.92971|7.52778|8.24156|9.00092|9.72256|10.34141|10.93797|11.45105|11.79391|11.94649|12.12236|12.28495
C,1.0345,1,0.98564,0.98564|0.98342|0.98023|0.97986|0.97609|0.973|0.97417|0.97349|0.97348|0.97075|0.96882|0.96437|0.95745|0.94862|0.93948|0.93272|0.92975|0.92636|0.92132|0.91483|0.91149|0.90786|0.90525|0.90211|0.89504|0.88757|0.87913|0.87087|0.86148|0.85111|0.83989|0.8294|0.8182|0.80598|0.7931|0.77668|0.75999|0.7408|0.716|0.68675|0.65681|0.62417
WMT,1.0297,83,1.272,0.99445|1.00162|1.00813|1.01424|1.02079|1.02741|1.0332|1.04072|1.04769|1.05384|1.06003|1.06578|1.07012|1.07214|1.07558|1.08031|1.08568|1.09002|1.09472|1.09846|1.09982|1.10149|1.10462|1.10904|1.11527|1.12214|1.12876|1.13503|1.14191|1.14923|1.15652|1.16472|1.17498|1.185|1.19609|1.20632|1.21661|1.22644|1.23697|1.24917|1.26173|1.272
MCD,1.1552,83,2.29218,0.99976|1.01826|1.03678|1.05637|1.07644|1.09653|1.11629|1.13816|1.16111|1.1845|1.20909|1.23426|1.25868|1.28281|1.30621|1.33087|1.35932|1.39008|1.42175|1.45418|1.4868|1.51761|1.54959|1.58197|1.61509|1.64768|1.68087|1.71658|1.75306|1.78911|1.82547|1.8616|1.90011|1.93847|1.97729|2.01799|2.05967|2.10324|2.14622|2.19459|2.24376|2.29218
ABT,1.0695,83,1.58813,0.99985|1.01646|1.03108|1.04531|1.0596|1.0715|1.08424|1.09739|1.11022|1.12222|1.13335|1.14232|1.1507|1.15811|1.1655|1.17797|1.1905|1.20066|1.21335|1.22606|1.24122|1.25593|1.27435|1.29138|1.30798|1.32492|1.34036|1.35621|1.3726|1.38832|1.40241|1.41683|1.43204|1.44533|1.4608|1.48056|1.49972|1.51714|1.53344|1.55265|1.56974|1.58813
ADBE,1.2185000000000001,83,2.6643,1.0031|1.03643|1.06602|1.09443|1.12271|1.14835|1.17951|1.21693|1.25123|1.28755|1.32971|1.37235|1.41564|1.45315|1.48667|1.52714|1.57016|1.61529|1.66267|1.70983|1.75396|1.79716|1.84222|1.88844|1.94202|1.99594|2.04405|2.09593|2.15636|2.20948|2.26658|2.3166|2.36783|2.41937|2.4701|2.50906|2.53755|2.56057|2.58498|2.62105|2.6492|2.6643
ORCL,1.1047,83,1.83047,0.9932|1.00182|1.00948|1.01811|1.02475|1.03475|1.04443|1.05884|1.07503|1.09061|1.10842|1.12474|1.14215|1.15752|1.17435|1.1907|1.20727|1.22443|1.24306|1.26053|1.28008|1.30168|1.32586|1.35157|1.37615|1.40187|1.42701|1.45414|1.48368|1.51477|1.54399|1.57154|1.59777|1.62323|1.64607|1.67111|1.69738|1.72235|1.74716|1.77593|1.8043|1.83047
DWDP,1.0465,65,1.368,0.99353|1.00787|1.02285|1.03989|1.05596|1.06829|1.07975|1.09018|1.10247|1.11768|1.1338|1.14658|1.157|1.16263|1.16554|1.16941|1.18035|1.19601|1.20714|1.21566|1.22618|1.23632|1.24913|1.2646|1.27718|1.29045|1.30536|1.32195|1.33596|1.34978|1.35996|1.36625|1.368|1.36409|1.35785|1.35397|1.35353|1.35458|1.34823|1.34953|1.35527|1.35408
IBM,1.0566,83,1.47242,0.99409|0.9988|1.00277|1.00793|1.01087|1.01645|1.02336|1.02982|1.03562|1.04115|1.04807|1.05451|1.06192|1.06972|1.07885|1.08874|1.09955|1.11016|1.1207|1.12986|1.13854|1.14884|1.16112|1.17435|1.18623|1.19869|1.2111|1.22655|1.24179|1.25681|1.27259|1.28799|1.30509|1.32199|1.33979|1.35683|1.37452|1.39225|1.41138|1.43317|1.45322|1.47242
CRM,1.5177,83,5.50889,1.01228|1.07003|1.12305|1.18209|1.24628|1.31394|1.37512|1.4384|1.50876|1.5698|1.62963|1.69083|1.76182|1.81714|1.87215|1.93719|2.00798|2.07821|2.15687|2.24638|2.32596|2.39333|2.47839|2.56935|2.65511|2.7469|2.88213|3.04247|3.20917|3.37892|3.56251|3.74478|3.91455|4.10932|4.31202|4.49421|4.68677|4.87055|5.05855|5.19397|5.34159|5.50889
MMM,1.0885,83,1.70434,0.9994|1.01546|1.03169|1.04948|1.06662|1.08343|1.09995|1.11716|1.13476|1.15206|1.17073|1.18798|1.20517|1.22051|1.23465|1.25016|1.26771|1.28462|1.30276|1.3202|1.33947|1.35704|1.37567|1.39502|1.41515|1.43636|1.45565|1.47432|1.49387|1.51289|1.53092|1.54866|1.56798|1.58687|1.60629|1.62294|1.63856|1.65185|1.66105|1.67514|1.69043|1.70434
MDT,1.0465,81,1.32957,0.99585|1.00398|1.01204|1.0203|1.02719|1.03311|1.03855|1.04521|1.05347|1.06183|1.0722|1.0834|1.09253|1.10116|1.11018|1.12217|1.13568|1.14843|1.16034|1.17215|1.18338|1.19346|1.20469|1.21703|1.22952|1.24287|1.25441|1.26458|1.27382|1.28159|1.2893|1.29685|1.30616|1.31505|1.32228|1.32687|1.32775|1.32761|1.32743|1.32859|1.32957|1.32872
UNP,1.2212,83,2.88872,1.00375|1.03241|1.06147|1.09158|1.12185|1.15148|1.1805|1.21022|1.23999|1.27016|1.30262|1.33475|1.3648|1.39527|1.42644|1.45952|1.49429|1.52897|1.56306|1.59679|1.63233|1.67114|1.71395|1.76036|1.81035|1.86444|1.92009|1.97621|2.03478|2.09621|2.16058|2.22512|2.28919|2.354|2.41954|2.48458|2.54609|2.60569|2.66812|2.73871|2.81404|2.88872
HON,1.1192,83,1.94677,0.99754|1.01321|1.02812|1.04616|1.06451|1.08018|1.09612|1.11497|1.13471|1.15401|1.17475|1.19497|1.21402|1.23202|1.25034|1.26929|1.29055|1.3145|1.339|1.36393|1.3901|1.41512|1.44223|1.47153|1.50119|1.53254|1.56302|1.59146|1.61832|1.64418|1.66999|1.69523|1.72113|1.74531|1.76912|1.79299|1.81886|1.84534|1.86917|1.89546|1.92027|1.94677
AMGN,1.1068,83,1.82836,0.99486|1.00881|1.02267|1.0358|1.04857|1.0618|1.0758|1.09009|1.10541|1.12141|1.1372|1.15295|1.17077|1.18809|1.20727|1.22988|1.25203|1.27498|1.29864|1.32143|1.34324|1.36408|1.38703|1.41112|1.4374|1.46409|1.49116|1.51589|1.54034|1.56275|1.58575|1.61143|1.638|1.66308|1.68476|1.70703|1.72909|1.74762|1.77046|1.79429|1.81296|1.82836
LLY,1.034,81,1.24994,0.99558|1.00432|1.0108|1.01462|1.01991|1.02199|1.02388|1.02756|1.03145|1.03607|1.04038|1.04418|1.04851|1.05172|1.05617|1.06503|1.07374|1.08081|1.08757|1.09746|1.10793|1.11836|1.13029|1.14005|1.14843|1.15692|1.16406|1.17123|1.17959|1.18864|1.19698|1.20296|1.20638|1.21043|1.21585|1.22371|1.23193|1.23888|1.2443|1.24883|1.24994|1.24872
