Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.45","142.23","756,785.00","107,637,530.55","107,637,530.55","Financials","2728429","BMG7496G1033","New York Stock Exchange Inc."
"K","KELLOGG","Equity","0.45","54.11","1,976,731.00","106,960,914.41","106,960,914.41","Consumer Staples","2486813","US4878361082","New York Stock Exchange Inc."
"CPT","CAMDEN PROPERTY TRUST REIT","Equity","0.44","99.08","1,071,471.00","106,161,346.68","106,161,346.68","Real Estate","2166320","US1331311027","New York Stock Exchange Inc."
"D","DOMINION ENERGY INC","Equity","0.44","74.94","1,404,389.00","105,244,911.66","105,244,911.66","Utilities","2542049","US25746U1097","New York Stock Exchange Inc."
"PM","PHILIP MORRIS INTERNATIONAL INC","Equity","0.44","90.74","1,149,313.00","104,288,661.62","104,288,661.62","Consumer Staples","B2PKRQ3","US7181721090","New York Stock Exchange Inc."
"HUM","HUMANA INC","Equity","0.43","275.31","372,130.00","102,451,110.30","102,451,110.30","Health Care","2445063","US4448591028","New York Stock Exchange Inc."
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Equity","0.42","139.60","722,225.00","100,822,610.00","100,822,610.00","Information Technology","2005973","US4592001014","New York Stock Exchange Inc."
"HRS","HARRIS CORP","Equity","0.42","160.99","621,395.00","100,038,381.05","100,038,381.05","Industrials","2412001","US4138751056","New York Stock Exchange Inc."
"UDR","UDR REIT INC","Equity","0.40","44.50","2,151,981.00","95,763,154.50","95,763,154.50","Real Estate","2727910","US9026531049","New York Stock Exchange Inc."
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.40","74.82","1,274,752.00","95,376,944.64","95,376,944.64","Industrials","2325507","US3021301094","NASDAQ"
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.40","86.64","1,098,069.00","95,136,698.16","95,136,698.16","Industrials","2116228","US12541W2098","NASDAQ"
"CVS","CVS HEALTH CORP","Equity","0.40","56.16","1,688,736.00","94,839,413.76","94,839,413.76","Health Care","2577609","US1266501006","New York Stock Exchange Inc."
"CI","CIGNA CORP","Equity","0.39","167.87","560,067.00","94,018,447.29","94,018,447.29","Health Care","BHJ0775","US1255231003","New York Stock Exchange Inc."
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.39","285.26","326,710.00","93,197,294.60","93,197,294.60","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.38","86.69","1,036,126.00","89,821,762.94","89,821,762.94","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.37","181.85","488,210.00","88,780,988.50","88,780,988.50","Information Technology","2142922","US92343E1029","NASDAQ"
"NOC","NORTHROP GRUMMAN CORP","Equity","0.36","270.46","316,715.00","85,658,738.90","85,658,738.90","Industrials","2648806","US6668071029","New York Stock Exchange Inc."
"FFIV","F5 NETWORKS INC","Equity","0.36","153.49","557,618.00","85,588,786.82","85,588,786.82","Information Technology","2427599","US3156161024","NASDAQ"
"CHD","CHURCH AND DWIGHT INC","Equity","0.35","65.82","1,263,234.00","83,146,061.88","83,146,061.88","Consumer Staples","2195841","US1713401024","New York Stock Exchange Inc."
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.35","37.86","2,194,974.00","83,101,715.64","83,101,715.64","Health Care","2113434","US1011371077","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.35","156.29","530,465.00","82,906,374.85","82,906,374.85","Industrials","2020459","US4385161066","New York Stock Exchange Inc."
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.34","173.94","470,100.00","81,769,194.00","81,769,194.00","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.33","164.60","482,836.00","79,474,805.60","79,474,805.60","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"RE","EVEREST RE GROUP LTD","Equity","0.33","211.95","368,736.00","78,153,595.20","78,153,595.20","Financials","2556868","BMG3223R1088","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.32","65.41","1,177,981.00","77,051,737.21","77,051,737.21","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.32","119.57","642,663.00","76,843,214.91","76,843,214.91","Consumer Staples","2491839","US4943681035","New York Stock Exchange Inc."
"COO","COOPER INC","Equity","0.32","291.21","262,210.00","76,358,174.10","76,358,174.10","Health Care","2222631","US2166484020","New York Stock Exchange Inc."
"WELL","WELLTOWER INC","Equity","0.32","75.50","1,009,085.00","76,185,917.50","76,185,917.50","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.31","131.70","570,063.00","75,077,297.10","75,077,297.10","Real Estate","2333931","US3137472060","New York Stock Exchange Inc."
"AAPL","APPLE INC","Equity","0.31","188.16","397,653.00","74,822,388.48","74,822,388.48","Information Technology","2046251","US0378331005","NASDAQ"
"CME","CME GROUP INC CLASS A","Equity","0.31","164.79","452,366.00","74,545,393.14","74,545,393.14","Financials","2965839","US12572Q1058","NASDAQ"
"CL","COLGATE-PALMOLIVE","Equity","0.31","65.11","1,134,575.00","73,872,178.25","73,872,178.25","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Equity","0.30","101.76","709,604.00","72,209,303.04","72,209,303.04","Information Technology","B1VP7R6","US11133T1034","New York Stock Exchange Inc."
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.29","134.02","519,356.00","69,604,091.12","69,604,091.12","Health Care","2923785","US9139031002","New York Stock Exchange Inc."
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.29","94.46","735,925.00","69,515,475.50","69,515,475.50","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"VRSK","VERISK ANALYTICS INC","Equity","0.29","128.29","534,861.00","68,617,317.69","68,617,317.69","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"TGT","TARGET CORP","Equity","0.29","77.54","880,963.00","68,309,871.02","68,309,871.02","Consumer Discretionary","2259101","US87612E1064","New York Stock Exchange Inc."
"ZTS","ZOETIS INC CLASS A","Equity","0.29","98.50","691,939.00","68,155,991.50","68,155,991.50","Health Care","B95WG16","US98978V1035","New York Stock Exchange Inc."
"CPB","CAMPBELL SOUP","Equity","0.27","36.32","1,808,061.00","65,668,775.52","65,668,775.52","Consumer Staples","2162845","US1344291091","New York Stock Exchange Inc."
"ABT","ABBOTT LABORATORIES","Equity","0.26","79.94","782,856.00","62,581,508.64","62,581,508.64","Health Care","2002305","US0028241000","New York Stock Exchange Inc."
"EVRG","EVERGY INC","Equity","0.26","56.50","1,103,629.00","62,355,038.50","62,355,038.50","Utilities","BFMXGR0","US30034W1062","New York Stock Exchange Inc."
"MTB","M&T BANK CORP","Equity","0.26","163.79","374,509.00","61,340,829.11","61,340,829.11","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.25","70.22","847,755.00","59,529,356.10","59,529,356.10","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"GRMN","GARMIN LTD","Equity","0.25","84.22","701,423.00","59,073,845.06","59,073,845.06","Consumer Discretionary","B3Z5T14","CH0114405324","NASDAQ"
"TPR","TAPESTRY INC","Equity","0.24","31.85","1,807,903.00","57,581,710.55","57,581,710.55","Consumer Discretionary","BF09HX3","US8760301072","New York Stock Exchange Inc."
"NNN","NATIONAL RETAIL PROPERTIES REIT IN","Equity","0.24","53.14","1,078,245.00","57,297,939.30","57,297,939.30","Real Estate","2211811","US6374171063","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.24","172.43","332,036.00","57,252,967.48","57,252,967.48","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"DRI","DARDEN RESTAURANTS INC","Equity","0.24","108.65","525,418.00","57,086,665.70","57,086,665.70","Consumer Discretionary","2289874","US2371941053","New York Stock Exchange Inc."
"PANW","PALO ALTO NETWORKS INC","Equity","0.23","245.82","227,647.00","55,960,185.54","55,960,185.54","Information Technology","B87ZMX0","US6974351057","New York Stock Exchange Inc."
"BURL","BURLINGTON STORES INC","Equity","0.23","149.05","373,437.00","55,660,784.85","55,660,784.85","Consumer Discretionary","BF311Y5","US1220171060","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.23","54.60","1,007,026.00","54,983,619.60","54,983,619.60","Utilities","2219224","US1258961002","New York Stock Exchange Inc."
"VFC","VF CORP","Equity","0.23","84.92","646,467.00","54,897,977.64","54,897,977.64","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"HCA","HCA HEALTHCARE INC","Equity","0.23","135.08","405,034.00","54,711,992.72","54,711,992.72","Health Care","B4MGBG6","US40412C1018","New York Stock Exchange Inc."
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.23","106.39","512,044.00","54,476,361.16","54,476,361.16","Real Estate","2589132","US59522J1034","New York Stock Exchange Inc."
