Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"AES","AES CORP","Equity","0.04","17.32","476,972.00","8,261,155.04","8,261,155.04","Utilities","2002479","US00130H1059","New York Stock Exchange Inc."
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.04","92.28","89,247.00","8,235,713.16","8,235,713.16","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"TIF","TIFFANY","Equity","0.04","91.49","89,341.00","8,173,808.09","8,173,808.09","Consumer Discretionary","2892090","US8865471085","New York Stock Exchange Inc."
"NOV","NATIONAL OILWELL VARCO INC","Equity","0.04","28.76","277,263.00","7,974,083.88","7,974,083.88","Energy","2624486","US6370711011","New York Stock Exchange Inc."
"KSS","KOHLS CORP","Equity","0.04","65.22","122,181.00","7,968,644.82","7,968,644.82","Consumer Discretionary","2496113","US5002551043","New York Stock Exchange Inc."
"URI","UNITED RENTALS INC","Equity","0.04","135.05","58,940.00","7,959,847.00","7,959,847.00","Industrials","2134781","US9113631090","New York Stock Exchange Inc."
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.04","68.82","115,188.00","7,927,238.16","7,927,238.16","Information Technology","2507457","US00971T1016","NASDAQ"
"MRVL","MARVELL TECHNOLOGY GROUP LTD","Equity","0.04","19.61","404,086.00","7,924,126.46","7,924,126.46","Information Technology","2594653","BMG5876H1051","NASDAQ"
"IEX","IDEX CORP","Equity","0.04","142.46","55,598.00","7,920,491.08","7,920,491.08","Industrials","2456612","US45167R1041","New York Stock Exchange Inc."
"KMX","CARMAX INC","Equity","0.04","61.52","128,173.00","7,885,202.96","7,885,202.96","Consumer Discretionary","2983563","US1431301027","New York Stock Exchange Inc."
"RJF","RAYMOND JAMES INC","Equity","0.04","82.91","94,975.00","7,874,377.25","7,874,377.25","Financials","2718992","US7547301090","New York Stock Exchange Inc."
"COG","CABOT OIL & GAS CORP","Equity","0.04","24.54","320,161.00","7,856,750.94","7,856,750.94","Energy","2162340","US1270971039","New York Stock Exchange Inc."
"BURL","BURLINGTON STORES INC","Equity","0.04","163.05","48,100.00","7,842,705.00","7,842,705.00","Consumer Discretionary","BF311Y5","US1220171060","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.04","45.63","171,432.00","7,822,442.16","7,822,442.16","Utilities","2973821","US0188021085","NASDAQ"
"ATO","ATMOS ENERGY CORP","Equity","0.04","99.13","78,431.00","7,774,865.03","7,774,865.03","Utilities","2315359","US0495601058","New York Stock Exchange Inc."
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.04","94.84","81,963.00","7,773,370.92","7,773,370.92","Financials","B5834C5","US12503M1080","Cboe BZX formerly known as BATS"
"PTC","PTC INC","Equity","0.04","91.70","84,742.00","7,770,841.40","7,770,841.40","Information Technology","B95N910","US69370C1009","NASDAQ"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.04","62.08","125,096.00","7,765,959.68","7,765,959.68","Consumer Staples","B067BM3","US60871R2094","New York Stock Exchange Inc."
"DPZ","DOMINOS PIZZA INC","Equity","0.04","253.01","30,485.00","7,713,009.85","7,713,009.85","Consumer Discretionary","B01SD70","US25754A2015","New York Stock Exchange Inc."
"DRE","DUKE REALTY REIT CORP","Equity","0.04","29.99","256,605.00","7,695,583.95","7,695,583.95","Real Estate","2284084","US2644115055","New York Stock Exchange Inc."
"VST","VISTRA ENERGY CORP","Equity","0.04","26.76","287,471.00","7,692,723.96","7,692,723.96","Utilities","BZ8VJQ8","US92840M1027","New York Stock Exchange Inc."
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Equity","0.04","199.82","38,279.00","7,648,909.78","7,648,909.78","Information Technology","2989356","US9892071054","NASDAQ"
"LW","LAMB WESTON HOLDINGS INC","Equity","0.04","70.98","106,861.00","7,584,993.78","7,584,993.78","Consumer Staples","BDQZFJ3","US5132721045","New York Stock Exchange Inc."
"FFIV","F5 NETWORKS INC","Equity","0.04","169.82","44,523.00","7,560,895.86","7,560,895.86","Information Technology","2427599","US3156161024","NASDAQ"
"STE","STERIS","Equity","0.04","122.38","61,317.00","7,503,974.46","7,503,974.46","Health Care","BVVBC02","GB00BVVBC028","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.04","43.99","169,499.00","7,456,261.01","7,456,261.01","Materials","B0G4K50","US1252691001","New York Stock Exchange Inc."
"VIAB","VIACOM INC CLASS B","Equity","0.04","29.19","255,346.00","7,453,549.74","7,453,549.74","Communication","B0SRLF4","US92553P2011","NASDAQ"
"NDAQ","NASDAQ INC","Equity","0.04","88.07","84,591.00","7,449,929.37","7,449,929.37","Financials","2965107","US6311031081","NASDAQ"
"JKHY","JACK HENRY ANS ASSOCIATES INC","Equity","0.04","131.63","56,529.00","7,440,912.27","7,440,912.27","Information Technology","2469193","US4262811015","NASDAQ"
"TEAM","ATLASSIAN CORP PLC CLASS A","Equity","0.04","103.04","72,016.00","7,420,528.64","7,420,528.64","Information Technology","BZ09BD1","GB00BZ09BD16","NASDAQ"
"PKI","PERKINELMER INC","Equity","0.04","93.19","79,509.00","7,409,443.71","7,409,443.71","Health Care","2305844","US7140461093","New York Stock Exchange Inc."
"PNW","PINNACLE WEST CORP","Equity","0.04","91.97","80,350.00","7,389,789.50","7,389,789.50","Utilities","2048804","US7234841010","New York Stock Exchange Inc."
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Equity","0.04","96.12","76,817.00","7,383,650.04","7,383,650.04","Industrials","B1HMMS7","US8485741099","New York Stock Exchange Inc."
"IRM","IRON MOUNTAIN INC","Equity","0.04","35.84","205,000.00","7,347,200.00","7,347,200.00","Real Estate","BVFTF03","US46284V1017","New York Stock Exchange Inc."
"ULTI","ULTIMATE SOFTWARE GROUP INC","Equity","0.04","332.05","22,126.00","7,346,938.30","7,346,938.30","Information Technology","2249964","US90385D1072","NASDAQ"
"SIRI","SIRIUS XM HOLDINGS INC","Equity","0.04","6.08","1,207,349.00","7,340,681.92","7,340,681.92","Communication","BGLDK10","US82968B1035","NASDAQ"
"LEA","LEAR CORP","Equity","0.04","155.22","47,182.00","7,323,590.04","7,323,590.04","Consumer Discretionary","B570P91","US5218652049","New York Stock Exchange Inc."
"REG","REGENCY CENTERS REIT CORP","Equity","0.04","66.37","110,259.00","7,317,889.83","7,317,889.83","Real Estate","2726177","US7588491032","NASDAQ"
"TRMB","TRIMBLE INC","Equity","0.04","39.92","183,174.00","7,312,306.08","7,312,306.08","Information Technology","2903958","US8962391004","NASDAQ"
"TPR","TAPESTRY INC","Equity","0.04","34.83","209,316.00","7,290,476.28","7,290,476.28","Consumer Discretionary","BF09HX3","US8760301072","New York Stock Exchange Inc."
"HAS","HASBRO INC","Equity","0.04","86.29","84,232.00","7,268,379.28","7,268,379.28","Consumer Discretionary","2414580","US4180561072","NASDAQ"
"PCG","PG&E CORP","Equity","0.04","19.40","373,574.00","7,247,335.60","7,247,335.60","Utilities","2689560","US69331C1080","New York Stock Exchange Inc."
"TWLO","TWILIO INC CLASS A","Equity","0.04","113.16","64,048.00","7,247,671.68","7,247,671.68","Information Technology","BD6P5Q0","US90138F1021","New York Stock Exchange Inc."
"ODFL","OLD DOMINION FREIGHT LINE INC","Equity","0.04","152.00","47,590.00","7,233,680.00","7,233,680.00","Industrials","2656423","US6795801009","NASDAQ"
"EXAS","EXACT SCIENCES CORP","Equity","0.04","83.28","86,357.00","7,191,810.96","7,191,810.96","Health Care","2719951","US30063P1057","NASDAQ"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Equity","0.04","87.59","81,884.00","7,172,219.56","7,172,219.56","Communication","2122117","US8740541094","NASDAQ"
"BEN","FRANKLIN RESOURCES INC","Equity","0.04","32.24","222,403.00","7,170,272.72","7,170,272.72","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.04","39.26","182,587.00","7,168,365.62","7,168,365.62","Materials","BYR0914","US96145D1054","New York Stock Exchange Inc."
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.04","134.46","53,063.00","7,134,850.98","7,134,850.98","Real Estate","2333931","US3137472060","New York Stock Exchange Inc."
"ZION","ZIONS BANCORPORATION","Equity","0.04","50.90","139,254.00","7,088,028.60","7,088,028.60","Financials","2989828","US9897011071","NASDAQ"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.04","111.45","63,227.00","7,046,649.15","7,046,649.15","Industrials","2445416","US4456581077","NASDAQ"
"TRGP","TARGA RESOURCES CORP","Equity","0.04","42.03","165,679.00","6,963,488.37","6,963,488.37","Energy","B55PZY3","US87612G1013","New York Stock Exchange Inc."
"ON","ON SEMICONDUCTOR CORP","Equity","0.04","22.46","309,687.00","6,955,570.02","6,955,570.02","Information Technology","2583576","US6821891057","NASDAQ"
"SUI","SUN COMMUNITIES REIT INC","Equity","0.04","113.83","61,072.00","6,951,825.76","6,951,825.76","Real Estate","2860257","US8666741041","New York Stock Exchange Inc."
"ALB","ALBEMARLE CORP","Equity","0.04","89.26","77,712.00","6,936,573.12","6,936,573.12","Materials","2046853","US0126531013","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.04","26.44","261,647.00","6,917,946.68","6,917,946.68","Utilities","2645409","US65473P1057","New York Stock Exchange Inc."
"JEC","JACOBS ENGINEERING GROUP INC","Equity","0.04","73.76","92,746.00","6,840,944.96","6,840,944.96","Industrials","2469052","US4698141078","New York Stock Exchange Inc."
"DISCK","DISCOVERY INC SERIES C","Equity","0.04","27.30","249,058.00","6,799,283.40","6,799,283.40","Communication","B3D7KG4","US25470F3029","NASDAQ"
"JNPR","JUNIPER NETWORKS INC","Equity","0.04","27.24","249,430.00","6,794,473.20","6,794,473.20","Information Technology","2431846","US48203R1041","New York Stock Exchange Inc."
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Equity","0.04","108.98","62,190.00","6,777,466.20","6,777,466.20","Real Estate","2563125","US29472R1086","New York Stock Exchange Inc."
"GRMN","GARMIN LTD","Equity","0.04","82.42","82,244.00","6,778,550.48","6,778,550.48","Consumer Discretionary","B3Z5T14","CH0114405324","NASDAQ"
"DATA","TABLEAU SOFTWARE INC CLASS A","Equity","0.04","130.40","51,954.00","6,774,801.60","6,774,801.60","Information Technology","B8DJFL5","US87336U1051","New York Stock Exchange Inc."
"UGI","UGI CORP","Equity","0.04","53.76","125,348.00","6,738,708.48","6,738,708.48","Utilities","2910118","US9026811052","New York Stock Exchange Inc."
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.04","25.87","260,137.00","6,729,744.19","6,729,744.19","Industrials","BWFY550","GB00BWFY5505","New York Stock Exchange Inc."
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.04","217.04","30,929.00","6,712,830.16","6,712,830.16","Industrials","B40SSC9","US4464131063","New York Stock Exchange Inc."
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Equity","0.04","89.45","74,717.00","6,683,435.65","6,683,435.65","Communication","BRTLC06","US5303073051","NASDAQ"
"Y","ALLEGHANY CORP","Equity","0.04","634.43","10,502.00","6,662,783.86","6,662,783.86","Financials","2016801","US0171751003","New York Stock Exchange Inc."
"PKG","PACKAGING CORP OF AMERICA","Equity","0.04","98.25","67,804.00","6,661,743.00","6,661,743.00","Materials","2504566","US6951561090","New York Stock Exchange Inc."
"RE","EVEREST RE GROUP LTD","Equity","0.03","222.81","29,809.00","6,641,743.29","6,641,743.29","Financials","2556868","BMG3223R1088","New York Stock Exchange Inc."
"XRAY","DENTSPLY SIRONA INC","Equity","0.03","41.76","158,894.00","6,635,413.44","6,635,413.44","Health Care","BYNPPC6","US24906P1093","NASDAQ"
"HSIC","HENRY SCHEIN INC","Equity","0.03","59.98","110,435.00","6,623,891.30","6,623,891.30","Health Care","2416962","US8064071025","NASDAQ"
"AVY","AVERY DENNISON CORP","Equity","0.03","105.61","62,622.00","6,613,509.42","6,613,509.42","Materials","2066408","US0536111091","New York Stock Exchange Inc."
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.03","23.41","280,974.00","6,577,601.34","6,577,601.34","Communication","2466321","US4606901001","New York Stock Exchange Inc."
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.03","17.61","373,293.00","6,573,689.73","6,573,689.73","Financials","BYYHJL8","US00123Q1040","NASDAQ"
"LDOS","LEIDOS HOLDINGS INC","Equity","0.03","62.95","104,373.00","6,570,280.35","6,570,280.35","Information Technology","BDV82B8","US5253271028","New York Stock Exchange Inc."
"SNA","SNAP ON INC","Equity","0.03","160.86","40,835.00","6,568,718.10","6,568,718.10","Industrials","2818740","US8330341012","New York Stock Exchange Inc."
"FNF","FIDELITY NATIONAL FINANCIAL INC","Equity","0.03","34.28","191,479.00","6,563,900.12","6,563,900.12","Financials","BNBRDD4","US31620R3030","New York Stock Exchange Inc."
"LII","LENNOX INTERNATIONAL INC","Equity","0.03","248.93","26,324.00","6,552,833.32","6,552,833.32","Industrials","2442053","US5261071071","New York Stock Exchange Inc."
"WHR","WHIRLPOOL CORP","Equity","0.03","142.80","45,775.00","6,536,670.00","6,536,670.00","Consumer Discretionary","2960384","US9633201069","New York Stock Exchange Inc."
"SRPT","SAREPTA THERAPEUTICS INC","Equity","0.03","136.54","47,775.00","6,523,198.50","6,523,198.50","Health Care","B8DPDT7","US8036071004","NASDAQ"
"RGA","REINSURANCE GROUP OF AMERICA INC","Equity","0.03","143.38","45,418.00","6,512,032.84","6,512,032.84","Financials","2731193","US7593516047","New York Stock Exchange Inc."
"QRTEA","QURATE RETAIL INC SERIES A","Equity","0.03","21.56","301,743.00","6,505,579.08","6,505,579.08","Consumer Discretionary","BZ19HB0","US74915M1009","NASDAQ"
"HFC","HOLLYFRONTIER CORP","Equity","0.03","55.25","117,122.00","6,470,990.50","6,470,990.50","Energy","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"MHK","MOHAWK INDUSTRIES INC","Equity","0.03","140.03","45,766.00","6,408,612.98","6,408,612.98","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"PAYC","PAYCOM SOFTWARE INC","Equity","0.03","178.93","35,526.00","6,356,667.18","6,356,667.18","Information Technology","BL95MY0","US70432V1026","New York Stock Exchange Inc."
"CPT","CAMDEN PROPERTY TRUST REIT","Equity","0.03","97.31","65,239.00","6,348,407.09","6,348,407.09","Real Estate","2166320","US1331311027","New York Stock Exchange Inc."
"PVH","PVH CORP","Equity","0.03","115.10","55,091.00","6,340,974.10","6,340,974.10","Consumer Discretionary","B3V9F12","US6936561009","New York Stock Exchange Inc."
"QGEN","QIAGEN NV","Equity","0.03","38.78","163,352.00","6,334,790.56","6,334,790.56","Health Care","BYXS688","NL0012169213","New York Stock Exchange Inc."
"TMK","TORCHMARK CORP","Equity","0.03","83.20","76,033.00","6,325,945.60","6,325,945.60","Financials","2896713","US8910271043","New York Stock Exchange Inc."
"LKQ","LKQ CORP","Equity","0.03","27.34","229,932.00","6,286,340.88","6,286,340.88","Consumer Discretionary","2971029","US5018892084","NASDAQ"
"VICI","VICI PPTYS INC","Equity","0.03","21.66","289,363.00","6,267,602.58","6,267,602.58","Real Estate","BYWH073","US9256521090","New York Stock Exchange Inc."
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.03","235.16","26,650.00","6,267,014.00","6,267,014.00","Financials","B03Q9D0","US57060D1081","NASDAQ"
"STLD","STEEL DYNAMICS INC","Equity","0.03","38.59","161,880.00","6,246,949.20","6,246,949.20","Materials","2849472","US8581191009","NASDAQ"
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.03","227.99","27,371.00","6,240,314.29","6,240,314.29","Financials","2329770","US3030751057","New York Stock Exchange Inc."
"OGE","OGE ENERGY CORP","Equity","0.03","42.60","145,149.00","6,183,347.40","6,183,347.40","Utilities","2657802","US6708371033","New York Stock Exchange Inc."
"NVR","NVR INC","Equity","0.03","2,643.85","2,334.00","6,170,745.90","6,170,745.90","Consumer Discretionary","2637785","US62944T1051","New York Stock Exchange Inc."
"ALLE","ALLEGION PLC","Equity","0.03","88.23","69,906.00","6,167,806.38","6,167,806.38","Industrials","BFRT3W7","IE00BFRT3W74","New York Stock Exchange Inc."
"BWA","BORGWARNER INC","Equity","0.03","40.82","150,424.00","6,140,307.68","6,140,307.68","Consumer Discretionary","2111955","US0997241064","New York Stock Exchange Inc."
"CGNX","COGNEX CORP","Equity","0.03","51.20","118,410.00","6,062,592.00","6,062,592.00","Information Technology","2208288","US1924221039","NASDAQ"
"MOH","MOLINA HEALTHCARE INC","Equity","0.03","136.57","44,347.00","6,056,469.79","6,056,469.79","Health Care","2212706","US60855R1005","New York Stock Exchange Inc."
"DELL","DELL TECHNOLOGIES INC CLASS C","Equity","0.03","55.54","109,001.00","6,053,915.54","6,053,915.54","Information Technology","BHKD3S6","US24703L2025","New York Stock Exchange Inc."
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Equity","0.03","50.07","120,362.00","6,026,525.34","6,026,525.34","Industrials","BFMBMT8","GB00BFMBMT84","New York Stock Exchange Inc."
"NNN","NATIONAL RETAIL PROPERTIES REIT IN","Equity","0.03","52.54","114,322.00","6,006,477.88","6,006,477.88","Real Estate","2211811","US6374171063","New York Stock Exchange Inc."
"MTN","VAIL RESORTS INC","Equity","0.03","207.56","28,903.00","5,999,106.68","5,999,106.68","Consumer Discretionary","2954194","US91879Q1094","New York Stock Exchange Inc."
"QRVO","QUORVO INC","Equity","0.03","66.06","90,536.00","5,980,808.16","5,980,808.16","Information Technology","BR9YYP4","US74736K1016","NASDAQ"
"TDY","TELEDYNE TECHNOLOGIES INC","Equity","0.03","233.29","25,604.00","5,973,157.16","5,973,157.16","Industrials","2503477","US8793601050","New York Stock Exchange Inc."
"HDS","HD SUPPLY HOLDINGS INC","Equity","0.03","44.06","135,197.00","5,956,779.82","5,956,779.82","Industrials","BBL5981","US40416M1053","NASDAQ"
"ADS","ALLIANCE DATA SYSTEMS CORP","Equity","0.03","171.05","34,752.00","5,944,329.60","5,944,329.60","Information Technology","2762030","US0185811082","New York Stock Exchange Inc."
"ZEN","ZENDESK INC","Equity","0.03","77.06","77,120.00","5,942,867.20","5,942,867.20","Information Technology","BMH0MR7","US98936J1016","New York Stock Exchange Inc."
"EPAM","EPAM SYSTEMS INC","Equity","0.03","156.00","38,070.00","5,938,920.00","5,938,920.00","Information Technology","B44Z3T8","US29414B1044","New York Stock Exchange Inc."
"RHI","ROBERT HALF","Equity","0.03","67.39","87,478.00","5,895,142.42","5,895,142.42","Industrials","2110703","US7703231032","New York Stock Exchange Inc."
"DOX","AMDOCS LTD","Equity","0.03","56.40","104,400.00","5,888,160.00","5,888,160.00","Information Technology","2256908","GB0022569080","NASDAQ"
"TYL","TYLER TECHNOLOGIES INC","Equity","0.03","208.70","28,077.00","5,859,669.90","5,859,669.90","Information Technology","2909644","US9022521051","New York Stock Exchange Inc."
"WRB","WR BERKLEY CORP","Equity","0.03","82.41","71,014.00","5,852,263.74","5,852,263.74","Financials","2093644","US0844231029","New York Stock Exchange Inc."
"VOYA","VOYA FINANCIAL INC","Equity","0.03","50.03","116,378.00","5,822,391.34","5,822,391.34","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"ARNC","ARCONIC INC","Equity","0.03","18.24","317,872.00","5,797,985.28","5,797,985.28","Industrials","BD3D9G5","US03965L1008","New York Stock Exchange Inc."
"EWBC","EAST WEST BANCORP INC","Equity","0.03","55.01","105,184.00","5,786,171.84","5,786,171.84","Financials","2487407","US27579R1041","NASDAQ"
"WU","WESTERN UNION","Equity","0.03","17.63","326,441.00","5,755,154.83","5,755,154.83","Information Technology","B1F76F9","US9598021098","New York Stock Exchange Inc."
"ARMK","ARAMARK","Equity","0.03","32.75","175,680.00","5,753,520.00","5,753,520.00","Consumer Discretionary","BH3XG17","US03852U1060","New York Stock Exchange Inc."
"VER","VEREIT INC","Equity","0.03","8.10","700,965.00","5,677,816.50","5,677,816.50","Real Estate","BYVVTJ1","US92339V1008","New York Stock Exchange Inc."
"GGG","GRACO INC","Equity","0.03","46.79","121,283.00","5,674,831.57","5,674,831.57","Industrials","2380443","US3841091040","New York Stock Exchange Inc."
"LYV","LIVE NATION ENTERTAINMENT INC","Equity","0.03","55.87","100,783.00","5,630,746.21","5,630,746.21","Communication","B0T7YX2","US5380341090","New York Stock Exchange Inc."
"UNM","UNUM","Equity","0.03","37.10","151,463.00","5,619,277.30","5,619,277.30","Financials","2433842","US91529Y1064","New York Stock Exchange Inc."
"NDSN","NORDSON CORP","Equity","0.03","135.09","41,567.00","5,615,286.03","5,615,286.03","Industrials","2641838","US6556631025","NASDAQ"
"WST","WEST PHARMACEUTICAL SERVICES INC","Equity","0.03","103.83","53,977.00","5,604,431.91","5,604,431.91","Health Care","2950482","US9553061055","New York Stock Exchange Inc."
"RPM","RPM INTERNATIONAL INC","Equity","0.03","58.56","95,162.00","5,572,686.72","5,572,686.72","Materials","2756174","US7496851038","New York Stock Exchange Inc."
"DVA","DAVITA INC","Equity","0.03","59.21","94,012.00","5,566,450.52","5,566,450.52","Health Care","2898087","US23918K1088","New York Stock Exchange Inc."
"USFD","US FOODS HOLDING CORP","Equity","0.03","35.49","156,504.00","5,554,326.96","5,554,326.96","Consumer Staples","BYVFC94","US9120081099","New York Stock Exchange Inc."
"BG","BUNGE LTD","Equity","0.03","53.48","103,679.00","5,544,752.92","5,544,752.92","Consumer Staples","2788713","BMG169621056","New York Stock Exchange Inc."
"IVZ","INVESCO LTD","Equity","0.03","18.83","292,944.00","5,516,135.52","5,516,135.52","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"CDK","CDK GLOBAL INC","Equity","0.03","58.04","94,906.00","5,508,344.24","5,508,344.24","Information Technology","BQXTWQ5","US12508E1010","NASDAQ"
"M","MACYS INC","Equity","0.03","24.45","223,852.00","5,473,181.40","5,473,181.40","Consumer Discretionary","2345022","US55616P1049","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.03","165.29","33,077.00","5,467,297.33","5,467,297.33","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"NWL","NEWELL BRANDS INC","Equity","0.03","17.29","315,943.00","5,462,654.47","5,462,654.47","Consumer Discretionary","2635701","US6512291062","NASDAQ"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.03","91.49","59,600.00","5,452,804.00","5,452,804.00","Real Estate","2096847","US78440X1019","New York Stock Exchange Inc."
"ALK","ALASKA AIR GROUP INC","Equity","0.03","62.86","86,616.00","5,444,681.76","5,444,681.76","Industrials","2012605","US0116591092","New York Stock Exchange Inc."
"AOS","A O SMITH CORP","Equity","0.03","52.61","103,481.00","5,444,135.41","5,444,135.41","Industrials","2816023","US8318652091","New York Stock Exchange Inc."
"BKI","BLACK KNIGHT INC","Equity","0.03","52.03","104,444.00","5,434,221.32","5,434,221.32","Information Technology","BDG75V1","US09215C1053","New York Stock Exchange Inc."
"SCI","SERVICE","Equity","0.03","42.27","128,343.00","5,425,058.61","5,425,058.61","Consumer Discretionary","2797560","US8175651046","New York Stock Exchange Inc."
"NTNX","NUTANIX INC CLASS A","Equity","0.03","53.15","101,288.00","5,383,457.20","5,383,457.20","Information Technology","BYQBFT8","US67059N1081","NASDAQ"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.03","53.66","100,137.00","5,373,351.42","5,373,351.42","Information Technology","B5367T7","US0995021062","New York Stock Exchange Inc."
"SGEN","SEATTLE GENETICS INC","Equity","0.03","69.16","77,645.00","5,369,928.20","5,369,928.20","Health Care","2738127","US8125781026","NASDAQ"
"SBNY","SIGNATURE BANK","Equity","0.03","135.02","39,752.00","5,367,315.04","5,367,315.04","Financials","B00JQL9","US82669G1040","NASDAQ"
"TER","TERADYNE INC","Equity","0.03","41.10","130,254.00","5,353,439.40","5,353,439.40","Information Technology","2884183","US8807701029","NASDAQ"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Equity","0.03","36.82","144,920.00","5,335,954.40","5,335,954.40","Real Estate","BFPK4S5","US36467J1088","NASDAQ"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.03","49.58","107,568.00","5,333,221.44","5,333,221.44","Real Estate","BJLNBG3","US03748R7540","New York Stock Exchange Inc."
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.03","125.21","42,455.00","5,315,790.55","5,315,790.55","Health Care","B4Q5ZN4","IE00B4Q5ZN47","NASDAQ"
"GWRE","GUIDEWIRE SOFTWARE INC","Equity","0.03","91.04","57,954.00","5,276,132.16","5,276,132.16","Information Technology","B7JYSG3","US40171V1008","New York Stock Exchange Inc."
"IONS","IONIS PHARMACEUTICALS INC","Equity","0.03","57.41","91,604.00","5,258,985.64","5,258,985.64","Health Care","BDJ0LS6","US4622221004","NASDAQ"
"TECH","BIO TECHNE CORP","Equity","0.03","193.96","27,107.00","5,257,673.72","5,257,673.72","Health Care","BSHZ3Q0","US09073M1045","NASDAQ"
"RNG","RINGCENTRAL INC CLASS A","Equity","0.03","104.09","50,292.00","5,234,894.28","5,234,894.28","Information Technology","BDZCRX3","US76680R2067","New York Stock Exchange Inc."
"KRC","KILROY REALTY REIT CORP","Equity","0.03","74.02","70,529.00","5,220,556.58","5,220,556.58","Real Estate","2495529","US49427F1084","New York Stock Exchange Inc."
"KIM","KIMCO REALTY REIT CORP","Equity","0.03","17.63","295,160.00","5,203,670.80","5,203,670.80","Real Estate","2491594","US49446R1095","New York Stock Exchange Inc."
"GRUB","GRUBHUB INC","Equity","0.03","79.50","65,382.00","5,197,869.00","5,197,869.00","Consumer Discretionary","BKY7XF2","US4001101025","New York Stock Exchange Inc."
"CSL","CARLISLE COMPANIES INC","Equity","0.03","122.16","42,504.00","5,192,288.64","5,192,288.64","Industrials","2176318","US1423391002","New York Stock Exchange Inc."
"TTC","TORO","Equity","0.03","68.57","75,673.00","5,188,897.61","5,188,897.61","Industrials","2897040","US8910921084","New York Stock Exchange Inc."
"FICO","FAIR ISAAC CORP","Equity","0.03","245.47","21,097.00","5,178,680.59","5,178,680.59","Information Technology","2330299","US3032501047","New York Stock Exchange Inc."
"DISH","DISH NETWORK CORP CLASS A","Equity","0.03","31.31","164,824.00","5,160,639.44","5,160,639.44","Communication","2303581","US25470M1099","NASDAQ"
"PHM","PULTEGROUP INC","Equity","0.03","27.60","186,825.00","5,156,370.00","5,156,370.00","Consumer Discretionary","2708841","US7458671010","New York Stock Exchange Inc."
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.03","35.89","143,535.00","5,151,471.15","5,151,471.15","Real Estate","2043274","US6819361006","New York Stock Exchange Inc."
"LPT","LIBERTY PROPERTY REIT TRUST","Equity","0.03","47.68","108,022.00","5,150,488.96","5,150,488.96","Real Estate","2513681","US5311721048","New York Stock Exchange Inc."
"AZPN","ASPEN TECHNOLOGY INC","Equity","0.03","99.64","51,528.00","5,134,249.92","5,134,249.92","Information Technology","2051868","US0453271035","NASDAQ"
"FL","FOOT LOCKER INC","Equity","0.03","60.01","84,792.00","5,088,367.92","5,088,367.92","Consumer Discretionary","2980906","US3448491049","New York Stock Exchange Inc."
"RL","RALPH LAUREN CORP CLASS A","Equity","0.03","126.24","40,272.00","5,083,937.28","5,083,937.28","Consumer Discretionary","B4V9661","US7512121010","New York Stock Exchange Inc."
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.03","44.45","114,314.00","5,081,257.30","5,081,257.30","Financials","BZ13MZ1","BMG0684D1074","New York Stock Exchange Inc."
"WEX","WEX INC","Equity","0.03","170.23","29,821.00","5,076,428.83","5,076,428.83","Information Technology","B8383P2","US96208T1043","New York Stock Exchange Inc."
