Date,Open,High,Low,Close,Adj Close,Volume
2015-04-13,209.87,210.63,209.03,209.09,193.9251,74436600
2015-04-14,208.85,209.71,208.1,209.49,194.2961,73013500
2015-04-15,210.05,211.04,209.95,210.43,195.168,99529300
2015-04-16,210.03,210.98,209.79,210.37,195.1123,68934900
2015-04-17,208.94,209.23,207.01,207.95,192.8678,191113200
2015-04-20,209.06,210.25,208.96,209.85,194.63,82969100
2015-04-21,210.67,210.86,209.24,209.6,194.3981,72559800
2015-04-22,210.01,210.85,208.9,210.63,195.3535,78264600
2015-04-23,210.15,211.94,210.01,211.16,195.845,102585900
2015-04-24,211.66,211.97,211.11,211.65,196.2995,61327400
2015-04-27,212.33,212.48,210.54,210.77,195.4833,79358100
2015-04-28,210.74,211.5,209.33,211.44,196.1047,86863500
2015-04-29,211.44,211.44,209.6,210.57,195.2978,125684900
2015-04-30,209.88,210.35,207.62,208.46,193.3408,161304900
2015-05-01,209.4,210.77,209.28,210.72,195.4369,103399700
2015-05-04,211.23,212.02,211.1,211.32,195.9934,70927200
