,Date,Open,Close
0,2007-01-03,56.0,55.0
1,2007-01-04,55.0,56.0
2,2007-01-05,56.0,56.0
3,2007-01-08,56.0,56.0
4,2007-01-09,56.0,57.0
5,2007-01-10,57.0,58.0
6,2007-01-11,58.0,59.0
7,2007-01-12,59.0,59.0
8,2007-01-16,59.0,59.0
9,2007-01-17,59.0,58.0
10,2007-01-18,59.0,59.0
11,2007-01-19,59.0,59.0
12,2007-01-22,59.0,58.0
13,2007-01-23,58.0,58.0
14,2007-01-24,58.0,59.0
15,2007-01-25,59.0,59.0
16,2007-01-26,59.0,61.0
17,2007-01-29,61.0,62.0
18,2007-01-30,61.0,62.0
19,2007-01-31,62.0,62.0
20,2007-02-01,64.0,62.0
21,2007-02-02,63.0,62.0
22,2007-02-05,62.0,62.0
23,2007-02-06,62.0,62.0
24,2007-02-07,62.0,62.0
25,2007-02-08,62.0,63.0
26,2007-02-09,62.0,62.0
27,2007-02-12,62.0,62.0
28,2007-02-13,62.0,63.0
29,2007-02-14,63.0,62.0
30,2007-02-15,62.0,62.0
31,2007-02-16,63.0,62.0
32,2007-02-20,62.0,62.0
33,2007-02-21,62.0,62.0
34,2007-02-22,62.0,63.0
35,2007-02-23,64.0,64.0
36,2007-02-26,63.0,62.0
37,2007-02-27,62.0,61.0
38,2007-02-28,60.0,62.0
39,2007-03-01,60.0,61.0
40,2007-03-02,61.0,61.0
41,2007-03-05,60.0,61.0
42,2007-03-06,61.0,62.0
43,2007-03-07,62.0,62.0
44,2007-03-08,62.0,63.0
45,2007-03-09,63.0,63.0
46,2007-03-12,63.0,64.0
47,2007-03-13,64.0,64.0
48,2007-03-14,64.0,64.0
49,2007-03-15,64.0,65.0
50,2007-03-16,65.0,65.0
51,2007-03-19,66.0,66.0
52,2007-03-20,65.0,67.0
53,2007-03-21,67.0,67.0
54,2007-03-22,67.0,66.0
55,2007-03-23,66.0,65.0
56,2007-03-26,65.0,66.0
57,2007-03-27,65.0,66.0
58,2007-03-28,65.0,66.0
59,2007-03-29,66.0,66.0
60,2007-03-30,66.0,66.0
61,2007-04-02,66.0,67.0
62,2007-04-03,68.0,68.0
63,2007-04-04,68.0,68.0
64,2007-04-05,68.0,68.0
65,2007-04-09,68.0,68.0
66,2007-04-10,68.0,68.0
67,2007-04-11,68.0,68.0
68,2007-04-12,68.0,68.0
69,2007-04-13,68.0,68.0
70,2007-04-16,68.0,69.0
71,2007-04-17,69.0,70.0
72,2007-04-18,70.0,69.0
73,2007-04-19,68.0,66.0
74,2007-04-20,67.0,67.0
75,2007-04-23,67.0,67.0
76,2007-04-24,67.0,67.0
77,2007-04-25,67.0,67.0
78,2007-04-26,67.0,66.0
79,2007-04-27,66.0,65.0
80,2007-04-30,66.0,65.0
81,2007-05-01,65.0,65.0
82,2007-05-02,65.0,65.0
83,2007-05-03,65.0,65.0
84,2007-05-04,66.0,66.0
85,2007-05-07,66.0,66.0
86,2007-05-08,66.0,66.0
87,2007-05-09,65.0,65.0
88,2007-05-10,65.0,65.0
89,2007-05-11,65.0,65.0
90,2007-05-14,64.0,64.0
91,2007-05-15,64.0,64.0
92,2007-05-16,64.0,66.0
93,2007-05-17,66.0,67.0
94,2007-05-18,67.0,67.0
95,2007-05-21,68.0,67.0
96,2007-05-22,67.0,67.0
97,2007-05-23,68.0,67.0
98,2007-05-24,67.0,67.0
99,2007-05-25,67.0,67.0
100,2007-05-29,67.0,67.0
101,2007-05-30,66.0,67.0
102,2007-05-31,67.0,67.0
103,2007-06-01,67.0,67.0
104,2007-06-04,67.0,68.0
105,2007-06-05,68.0,67.0
106,2007-06-06,67.0,67.0
107,2007-06-07,66.0,65.0
108,2007-06-08,65.0,65.0
109,2007-06-11,65.0,65.0
110,2007-06-12,65.0,64.0
111,2007-06-13,64.0,65.0
112,2007-06-14,65.0,65.0
113,2007-06-15,65.0,66.0
114,2007-06-18,66.0,66.0
115,2007-06-19,66.0,66.0
116,2007-06-20,66.0,65.0
117,2007-06-21,65.0,65.0
118,2007-06-22,65.0,64.0
119,2007-06-25,63.0,63.0
120,2007-06-26,63.0,64.0
121,2007-06-27,64.0,64.0
122,2007-06-28,61.0,64.0
123,2007-06-29,64.0,63.0
124,2007-07-02,63.0,63.0
125,2007-07-03,64.0,64.0
126,2007-07-05,63.0,64.0
127,2007-07-06,64.0,65.0
128,2007-07-09,65.0,65.0
129,2007-07-10,65.0,64.0
130,2007-07-11,64.0,65.0
131,2007-07-12,65.0,67.0
132,2007-07-13,66.0,67.0
133,2007-07-16,67.0,67.0
134,2007-07-17,67.0,68.0
135,2007-07-18,68.0,67.0
136,2007-07-19,67.0,68.0
137,2007-07-20,68.0,67.0
138,2007-07-23,67.0,67.0
139,2007-07-24,67.0,67.0
140,2007-07-25,67.0,66.0
141,2007-07-26,65.0,64.0
142,2007-07-27,64.0,63.0
143,2007-07-30,63.0,64.0
144,2007-07-31,64.0,62.0
145,2007-08-01,63.0,63.0
146,2007-08-02,63.0,64.0
147,2007-08-03,64.0,62.0
148,2007-08-06,63.0,65.0
149,2007-08-07,65.0,67.0
150,2007-08-08,66.0,69.0
151,2007-08-09,69.0,68.0
152,2007-08-10,68.0,66.0
153,2007-08-13,66.0,65.0
154,2007-08-14,65.0,64.0
155,2007-08-15,64.0,64.0
156,2007-08-16,64.0,65.0
157,2007-08-17,66.0,67.0
158,2007-08-20,67.0,67.0
159,2007-08-21,67.0,66.0
160,2007-08-22,67.0,67.0
161,2007-08-23,68.0,67.0
162,2007-08-24,67.0,67.0
163,2007-08-27,67.0,67.0
164,2007-08-28,67.0,66.0
165,2007-08-29,66.0,67.0
166,2007-08-30,66.0,67.0
167,2007-08-31,67.0,67.0
168,2007-09-04,67.0,67.0
169,2007-09-05,67.0,67.0
170,2007-09-06,66.0,68.0
171,2007-09-07,68.0,67.0
172,2007-09-10,68.0,68.0
173,2007-09-11,68.0,69.0
174,2007-09-12,69.0,69.0
175,2007-09-13,69.0,69.0
176,2007-09-14,69.0,70.0
177,2007-09-17,70.0,67.0
178,2007-09-18,68.0,68.0
179,2007-09-19,68.0,69.0
180,2007-09-20,68.0,68.0
181,2007-09-21,68.0,68.0
182,2007-09-24,68.0,67.0
183,2007-09-25,67.0,68.0
184,2007-09-26,68.0,68.0
185,2007-09-27,68.0,69.0
186,2007-09-28,69.0,69.0
187,2007-10-01,69.0,70.0
188,2007-10-02,70.0,71.0
189,2007-10-03,70.0,72.0
190,2007-10-04,72.0,73.0
191,2007-10-05,73.0,73.0
192,2007-10-08,73.0,72.0
193,2007-10-09,73.0,73.0
194,2007-10-10,73.0,73.0
195,2007-10-11,75.0,73.0
196,2007-10-12,73.0,74.0
197,2007-10-15,74.0,73.0
198,2007-10-16,72.0,72.0
199,2007-10-17,73.0,72.0
200,2007-10-18,73.0,74.0
201,2007-10-19,74.0,72.0
202,2007-10-22,72.0,71.0
203,2007-10-23,72.0,72.0
204,2007-10-24,71.0,72.0
205,2007-10-25,70.0,71.0
206,2007-10-26,71.0,71.0
207,2007-10-29,72.0,71.0
208,2007-10-30,71.0,71.0
209,2007-10-31,71.0,71.0
210,2007-11-01,71.0,70.0
