,Date,Open,Adj Close
0,2011-03-10,31.0,25.0
1,2011-03-11,30.0,25.0
2,2011-03-14,31.0,24.0
3,2011-03-15,30.0,25.0
4,2011-03-16,31.0,25.0
5,2011-03-17,32.0,25.0
6,2011-03-18,32.0,26.0
7,2011-03-21,33.0,26.0
8,2011-03-22,32.0,25.0
9,2011-03-23,32.0,26.0
10,2011-03-24,33.0,26.0
11,2011-03-25,33.0,26.0
12,2011-03-28,33.0,26.0
13,2011-03-29,33.0,27.0
14,2011-03-30,35.0,27.0
15,2011-03-31,34.0,27.0
16,2011-04-01,34.0,27.0
17,2011-04-04,34.0,27.0
18,2011-04-05,34.0,27.0
19,2011-04-06,34.0,26.0
20,2011-04-07,33.0,27.0
21,2011-04-08,34.0,26.0
22,2011-04-11,33.0,25.0
23,2011-04-12,32.0,25.0
24,2011-04-13,32.0,25.0
25,2011-04-14,32.0,25.0
26,2011-04-15,32.0,25.0
27,2011-04-18,32.0,25.0
28,2011-04-19,33.0,25.0
29,2011-04-20,32.0,25.0
30,2011-04-21,32.0,25.0
31,2011-04-25,32.0,25.0
32,2011-04-26,31.0,25.0
33,2011-04-27,32.0,26.0
34,2011-04-28,33.0,26.0
35,2011-04-29,32.0,26.0
36,2011-05-02,33.0,26.0
37,2011-05-03,34.0,26.0
38,2011-05-04,33.0,27.0
39,2011-05-05,33.0,27.0
40,2011-05-06,34.0,27.0
41,2011-05-09,34.0,27.0
42,2011-05-10,34.0,27.0
43,2011-05-11,34.0,27.0
44,2011-05-12,34.0,27.0
45,2011-05-13,34.0,27.0
46,2011-05-16,34.0,27.0
47,2011-05-17,34.0,27.0
48,2011-05-18,34.0,28.0
49,2011-05-19,35.0,28.0
50,2011-05-20,35.0,27.0
51,2011-05-23,34.0,27.0
52,2011-05-24,35.0,27.0
53,2011-05-25,35.0,27.0
54,2011-05-26,35.0,28.0
55,2011-05-27,35.0,28.0
56,2011-05-31,35.0,28.0
57,2011-06-01,35.0,28.0
58,2011-06-02,35.0,27.0
59,2011-06-03,34.0,27.0
60,2011-06-06,34.0,27.0
61,2011-06-07,34.0,27.0
62,2011-06-08,35.0,28.0
63,2011-06-09,35.0,28.0
64,2011-06-10,35.0,27.0
65,2011-06-13,34.0,27.0
66,2011-06-14,34.0,27.0
67,2011-06-15,33.0,26.0
68,2011-06-16,34.0,27.0
69,2011-06-17,34.0,27.0
70,2011-06-20,35.0,27.0
71,2011-06-21,34.0,27.0
72,2011-06-22,34.0,26.0
73,2011-06-23,33.0,26.0
74,2011-06-24,33.0,26.0
75,2011-06-27,32.0,26.0
76,2011-06-28,33.0,26.0
77,2011-06-29,33.0,26.0
78,2011-06-30,33.0,26.0
79,2011-07-01,33.0,26.0
80,2011-07-05,33.0,26.0
81,2011-07-06,33.0,27.0
82,2011-07-07,34.0,27.0
83,2011-07-08,34.0,27.0
84,2011-07-11,34.0,26.0
85,2011-07-12,33.0,26.0
86,2011-07-13,33.0,26.0
87,2011-07-14,33.0,26.0
88,2011-07-15,33.0,26.0
89,2011-07-18,33.0,26.0
90,2011-07-19,33.0,26.0
91,2011-07-20,33.0,26.0
92,2011-07-21,33.0,27.0
93,2011-07-22,34.0,27.0
94,2011-07-25,30.0,22.0
95,2011-07-26,28.0,22.0
96,2011-07-27,28.0,22.0
97,2011-07-28,28.0,22.0
98,2011-07-29,27.0,21.0
99,2011-08-01,27.0,20.0
100,2011-08-02,26.0,20.0
101,2011-08-03,25.0,20.0
102,2011-08-04,25.0,18.0
103,2011-08-05,23.0,17.0
104,2011-08-08,22.0,14.0
105,2011-08-09,19.0,15.0
106,2011-08-10,18.0,15.0
107,2011-08-11,19.0,15.0
108,2011-08-12,20.0,17.0
109,2011-08-15,21.0,18.0
110,2011-08-16,22.0,17.0
111,2011-08-17,22.0,17.0
112,2011-08-18,20.0,16.0
113,2011-08-19,20.0,15.0
114,2011-08-22,20.0,15.0
115,2011-08-23,19.0,16.0
116,2011-08-24,20.0,16.0
117,2011-08-25,20.0,15.0
118,2011-08-26,19.0,15.0
119,2011-08-29,20.0,16.0
120,2011-08-30,20.0,16.0
121,2011-08-31,20.0,16.0
122,2011-09-01,20.0,15.0
123,2011-09-02,19.0,15.0
124,2011-09-06,18.0,15.0
125,2011-09-07,19.0,16.0
126,2011-09-08,20.0,15.0
127,2011-09-09,19.0,14.0
128,2011-09-12,18.0,15.0
129,2011-09-13,18.0,14.0
130,2011-09-14,18.0,15.0
131,2011-09-15,20.0,17.0
132,2011-09-16,21.0,17.0
133,2011-09-19,21.0,16.0
134,2011-09-20,20.0,16.0
135,2011-09-21,20.0,16.0
136,2011-09-22,19.0,16.0
137,2011-09-23,20.0,15.0
138,2011-09-26,20.0,16.0
139,2011-09-27,20.0,16.0
140,2011-09-28,20.0,15.0
141,2011-09-29,20.0,16.0
142,2011-09-30,20.0,16.0
143,2011-10-03,20.0,15.0
144,2011-10-04,19.0,15.0
145,2011-10-05,18.0,14.0
146,2011-10-06,18.0,14.0
147,2011-10-07,19.0,15.0
148,2011-10-10,19.0,15.0
149,2011-10-11,19.0,15.0
150,2011-10-12,19.0,16.0
151,2011-10-13,20.0,17.0
152,2011-10-14,21.0,17.0
153,2011-10-17,22.0,17.0
154,2011-10-18,22.0,18.0
155,2011-10-19,23.0,17.0
156,2011-10-20,22.0,17.0
157,2011-10-21,22.0,18.0
158,2011-10-24,23.0,18.0
159,2011-10-25,23.0,18.0
160,2011-10-26,23.0,18.0
161,2011-10-27,23.0,18.0
162,2011-10-28,22.0,18.0
163,2011-10-31,23.0,19.0
164,2011-11-01,23.0,19.0
165,2011-11-02,24.0,18.0
166,2011-11-03,23.0,18.0
167,2011-11-04,23.0,19.0
168,2011-11-07,23.0,19.0
169,2011-11-08,24.0,20.0
170,2011-11-09,24.0,20.0
171,2011-11-10,25.0,20.0
172,2011-11-11,26.0,21.0
173,2011-11-14,26.0,21.0
174,2011-11-15,26.0,21.0
175,2011-11-16,27.0,20.0
176,2011-11-17,25.0,20.0
177,2011-11-18,25.0,20.0
178,2011-11-21,25.0,20.0
179,2011-11-22,25.0,19.0
180,2011-11-23,24.0,19.0
181,2011-11-25,24.0,19.0
182,2011-11-28,24.0,19.0
183,2011-11-29,24.0,19.0
184,2011-11-30,25.0,19.0
185,2011-12-01,24.0,19.0
186,2011-12-02,24.0,18.0
187,2011-12-05,24.0,19.0
188,2011-12-06,24.0,18.0
189,2011-12-07,23.0,18.0
190,2011-12-08,23.0,17.0
191,2011-12-09,22.0,17.0
192,2011-12-12,21.0,16.0
193,2011-12-13,21.0,16.0
194,2011-12-14,20.0,16.0
195,2011-12-15,21.0,17.0
196,2011-12-16,21.0,17.0
197,2011-12-19,22.0,17.0
198,2011-12-20,22.0,17.0
199,2011-12-21,21.0,17.0
200,2011-12-22,22.0,17.0
201,2011-12-23,22.0,17.0
202,2011-12-27,21.0,17.0
203,2011-12-28,21.0,17.0
204,2011-12-29,21.0,17.0
205,2011-12-30,21.0,17.0
206,2012-01-03,22.0,17.0
207,2012-01-04,22.0,16.0
208,2012-01-05,21.0,17.0
209,2012-01-06,21.0,18.0
210,2012-01-09,22.0,17.0
211,2012-01-10,22.0,18.0
212,2012-01-11,22.0,19.0
213,2012-01-12,24.0,18.0
214,2012-01-13,23.0,19.0
215,2012-01-17,24.0,19.0
216,2012-01-18,24.0,19.0
217,2012-01-19,24.0,19.0
218,2012-01-20,24.0,19.0
219,2012-01-23,24.0,20.0
220,2012-01-24,25.0,21.0
221,2012-01-25,26.0,21.0
222,2012-01-26,27.0,21.0
223,2012-01-27,26.0,20.0
224,2012-01-30,26.0,20.0
225,2012-01-31,25.0,19.0
226,2012-02-01,25.0,20.0
227,2012-02-02,25.0,20.0
228,2012-02-03,25.0,21.0
229,2012-02-06,29.0,22.0
230,2012-02-07,28.0,23.0
231,2012-02-08,29.0,23.0
232,2012-02-09,29.0,22.0
233,2012-02-10,28.0,22.0
234,2012-02-13,28.0,22.0
235,2012-02-14,25.0,21.0
236,2012-02-15,25.0,21.0
237,2012-02-16,25.0,22.0
238,2012-02-17,26.0,21.0
239,2012-02-21,25.0,22.0
240,2012-02-22,25.0,22.0
241,2012-02-23,26.0,22.0
242,2012-02-24,26.0,23.0
243,2012-02-27,27.0,23.0
244,2012-02-28,27.0,23.0
245,2012-02-29,27.0,23.0
246,2012-03-01,27.0,22.0
247,2012-03-02,26.0,22.0
248,2012-03-05,26.0,22.0
249,2012-03-06,26.0,22.0
250,2012-03-07,25.0,22.0
251,2012-03-08,26.0,22.0
252,2012-03-09,25.0,22.0
253,2012-03-12,26.0,21.0
254,2012-03-13,25.0,22.0
255,2012-03-14,25.0,22.0
256,2012-03-15,26.0,22.0
257,2012-03-16,25.0,22.0
258,2012-03-19,25.0,22.0
259,2012-03-20,25.0,21.0
260,2012-03-21,25.0,21.0
261,2012-03-22,25.0,21.0
262,2012-03-23,25.0,21.0
263,2012-03-26,25.0,22.0
264,2012-03-27,25.0,21.0
