Date,Open,High,Low,Close,Adj Close,Volume
2000-01-05,139.9375,141.5312,137.25,140.0,98.0634,12177900
2000-01-06,139.625,141.5,137.75,137.75,96.4874,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,102.091,8066500
2000-01-10,146.25,146.9062,145.0312,146.25,102.4412,5741700
2000-01-11,145.8125,146.0937,143.5,144.5,101.2155,7503700
2000-01-12,144.5937,144.5937,142.875,143.0625,100.2086,6907700
2000-01-13,144.4687,145.75,143.2812,145.0,101.5657,5158300
2000-01-14,146.5312,147.4687,145.9687,146.9687,102.9447,7437300
2000-01-18,145.3437,146.625,145.1875,145.8125,102.1348,6488500
2000-01-19,145.3125,147.0,145.0,147.0,102.9666,6157900
2000-01-20,146.9687,146.9687,143.8125,144.75,101.3906,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,101.1717,6244800
2000-01-24,145.6562,145.8437,139.4062,140.3437,98.3042,7896900
2000-01-25,140.5156,141.9375,139.0,141.9375,99.4206,9942500
2000-01-26,141.0,141.5468,140.0937,140.8125,98.6325,5158100
2000-01-27,141.8437,142.2187,138.125,140.25,98.2386,10922700
2000-01-28,139.4375,140.0625,135.5312,135.875,95.1741,11916200
2000-01-31,135.8125,139.6718,135.0,139.5625,97.757,10768700
2000-02-01,139.75,141.6875,138.5312,140.9375,98.7201,8419900
2000-02-02,141.2812,142.25,140.375,141.0625,98.8077,6205900
2000-02-03,140.875,143.25,140.0,143.1875,100.2961,7997500
2000-02-04,143.1875,144.0,142.125,142.5937,99.8802,4925400
2000-02-07,142.5625,142.7812,141.4375,142.375,99.727,5845800
2000-02-08,143.9687,144.5625,143.625,144.3125,101.0842,4936400
2000-02-09,144.4687,144.4687,141.2656,141.2812,98.9609,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,99.1579,6690600
2000-02-11,141.8437,141.9375,138.0312,138.6875,97.1441,9849800
2000-02-14,139.7812,139.7812,138.3125,139.5,97.7132,8528800
2000-02-15,139.25,141.2187,137.7968,141.0781,98.8186,11078300
2000-02-16,140.375,140.9375,138.7968,139.0,97.363,8845400
2000-02-17,140.4375,140.4375,138.2187,138.2812,96.8595,7584200
2000-02-18,138.875,138.875,134.625,135.3125,94.7801,9409200
2000-02-22,135.1875,136.3437,133.5312,134.9687,94.5392,16415400
2000-02-23,135.625,137.4687,134.5,136.5625,95.6557,12119000
2000-02-24,136.6875,137.0312,133.0937,133.8125,93.7294,17375000
2000-02-25,135.1875,136.7187,133.125,133.3281,93.3901,10559900
2000-02-28,133.375,136.6875,132.7187,136.125,95.3492,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,96.2685,8242500
2000-03-01,137.625,139.0,137.2187,138.4375,96.969,6868000
2000-03-02,138.6875,139.125,137.3437,138.5312,97.0346,7600200
2000-03-03,140.4375,141.7187,139.7187,141.125,98.8515,12770300
2000-03-06,140.8125,141.3437,138.75,139.75,97.8883,11967100
2000-03-07,140.0,140.1562,135.2187,137.0468,95.9948,20062000
2000-03-08,136.4687,137.8437,135.0312,136.875,95.8745,11808500
2000-03-09,137.25,140.875,136.125,140.875,98.6763,5500900
2000-03-10,140.1875,142.0,139.5312,140.125,98.151,7924600
2000-03-13,136.6875,140.4687,135.6875,138.5937,97.0784,10540500
2000-03-14,139.2812,140.0937,136.1562,136.625,95.6994,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,97.9321,10300800
2000-03-16,141.625,146.8437,140.875,146.3437,102.5069,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,103.1844,10272900
2000-03-20,146.875,147.3437,144.7812,146.1875,102.6577,12502300
2000-03-21,145.5312,149.75,144.5,149.1875,104.7644,13612600
2000-03-22,149.5625,150.8437,148.6875,150.0937,105.4008,8260000
2000-03-23,149.1562,153.4687,149.1562,152.6562,107.2003,11654500
2000-03-24,152.875,155.75,151.7187,153.5625,107.8367,11462900
2000-03-27,153.375,153.7812,151.8125,151.9375,106.6956,8798600
2000-03-28,151.25,152.9843,150.5937,151.0625,106.0812,6334400
2000-03-29,151.5625,152.4843,149.6562,151.2187,106.1908,6747500
2000-03-30,150.1562,151.9218,147.125,148.6875,104.4133,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,105.5984,9249100
2000-04-03,150.125,151.25,148.6875,151.25,106.2128,8508200
2000-04-04,151.75,153.0,141.3906,150.125,105.4228,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,104.7644,8387200
2000-04-06,150.25,151.6875,149.0,150.4843,105.6751,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,106.3445,6023600
2000-04-10,151.75,153.1093,150.3125,150.8437,105.9275,9624200
2000-04-11,150.0,151.625,148.375,150.4062,105.6203,9006400
2000-04-12,150.375,151.1562,146.1562,146.2812,102.7235,10779200
2000-04-13,147.4687,148.1562,143.7812,144.25,101.2972,12225800
2000-04-14,142.625,142.8125,133.5,136.0,95.5037,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,98.8393,23918200
2000-04-18,140.5625,144.4687,139.7812,144.4687,101.4508,11069200
2000-04-19,144.5,145.125,142.5312,143.125,100.5072,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,100.9899,8537600
2000-04-24,141.5,143.3125,140.5,142.25,99.8927,12893100
2000-04-25,144.625,148.1562,144.4375,148.1562,104.0402,14102000
2000-04-26,147.9687,148.75,146.0,146.4843,102.8662,7711100
2000-04-27,143.0,147.3437,143.0,146.0,102.5261,15595300
2000-04-28,147.0,147.8593,145.0625,145.0937,101.8896,8743400
2000-05-01,146.5625,148.4843,145.8437,147.0625,103.2722,7328300
2000-05-02,145.5,147.125,144.125,144.125,101.2094,9411900
2000-05-03,144.0,144.0,139.7812,140.75,98.8393,12630700
2000-05-04,142.0,142.3593,140.75,141.8125,99.5854,5963600
2000-05-05,141.0625,144.0,140.9375,143.5312,100.7924,7862400
2000-05-08,142.75,143.375,141.8437,142.4531,100.0353,5064100
2000-05-09,143.0625,143.4062,140.2656,141.3125,99.2343,5620300
2000-05-10,140.5,140.9687,137.75,138.125,96.996,10293900
2000-05-11,140.125,141.5,139.125,141.2812,99.2124,7091100
2000-05-12,141.8125,143.4687,141.625,142.8125,100.2877,5960800
2000-05-15,142.75,145.6093,142.0,145.2812,102.0213,4441300
2000-05-16,146.5625,147.7187,145.3125,146.6875,103.0088,8192200
2000-05-17,145.6875,146.1875,144.4687,145.1562,101.9336,5907200
2000-05-18,145.625,146.3125,143.375,143.375,100.6827,4325600
2000-05-19,142.5625,143.2343,140.4062,141.125,99.1027,6518400
2000-05-22,141.25,141.4687,137.0,140.0625,98.3566,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,96.9082,7979200
2000-05-24,138.0,140.6875,136.5,140.25,98.4882,11081500
2000-05-25,140.6875,141.8125,137.7187,137.8437,96.7985,8278900
2000-05-26,138.8125,139.6875,137.3281,138.0,96.9082,4814000
2000-05-30,140.0,142.9375,139.4687,142.5,100.0682,5362700
2000-05-31,142.5625,144.0,142.0937,142.8125,100.2877,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,102.0433,8961600
2000-06-02,148.9375,149.0937,147.4843,147.8437,103.8208,8962200
2000-06-05,147.4687,148.2187,146.875,147.125,103.3161,6998100
2000-06-06,146.625,147.7812,145.9062,146.4687,102.8552,4858900
2000-06-07,146.625,148.0,146.0,147.4843,103.5684,4919500
2000-06-08,147.5,147.75,146.0625,146.9062,103.1624,5723100
2000-06-09,147.5,147.9687,145.625,146.5937,102.943,3085300
2000-06-12,146.9687,146.9687,144.875,144.875,101.7361,3678900
2000-06-13,144.8125,147.75,144.625,147.5937,103.6452,6558700
2000-06-14,148.25,148.875,147.1875,147.8437,103.8208,6420500
2000-06-15,148.125,148.75,146.8437,148.1562,104.0402,5881200
2000-06-16,148.3125,148.3125,145.875,146.5937,103.1854,5567900
2000-06-19,146.4687,149.1562,146.25,148.4687,104.5052,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,104.1312,6480000
2000-06-21,146.9375,148.4375,146.8906,147.875,104.0872,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,102.5035,7490500
2000-06-23,145.8125,146.125,143.875,144.375,101.6236,4863300
2000-06-26,145.375,146.25,144.875,146.2343,102.9324,5201300
2000-06-27,145.9843,146.7187,145.0156,145.1562,102.1736,4159500
2000-06-28,145.625,146.9843,145.3125,145.5625,102.4595,5347700
2000-06-29,144.75,145.75,143.5156,144.1875,101.4916,6345700
2000-06-30,143.9375,145.5937,143.8906,145.2812,102.2615,7420200
2000-07-03,145.4375,147.4375,145.1875,147.2812,103.6692,1436600
2000-07-05,146.375,146.6562,144.375,144.625,101.7996,2748200
2000-07-06,144.9375,146.4687,144.2187,145.75,102.5915,5963200
2000-07-07,146.6875,148.7812,146.25,148.0937,104.2412,3034800
2000-07-10,147.875,148.9062,147.5312,147.8437,104.0652,2816100
2000-07-11,147.4687,149.125,147.1562,148.1562,104.2852,5431600
2000-07-12,149.2812,150.125,148.6875,149.125,104.9671,5883000
2000-07-13,149.9843,150.375,149.1875,149.7812,105.429,5356000
2000-07-14,150.4375,151.25,149.6718,151.25,106.4629,5341900
2000-07-17,150.9843,151.9843,150.6875,151.0,106.2869,4208300
2000-07-18,150.625,150.625,149.3437,149.7656,105.418,4262100
2000-07-19,149.4687,149.9062,148.25,148.5625,104.5712,8506800
